'time', 'timestamp', 'endpoint', 'object', 'instance', 'resource', 'value'
2021-05-06 15:44:59.936427+01,1620312299,t91-jak,3300,2,5700,1103192832
2021-05-06 15:44:54.314955+01,1620312293,t91-jak,3300,0,5700,123155.0
2021-05-06 15:44:40.632679+01,1620312280,t91-jak,3304,0,5700,19.03299903869629
2021-05-06 15:44:40.16751+01,1620312279,t91-jak,3303,0,5700,17.03999900817871
2021-05-06 15:44:39.869021+01,1620312279,t91-jak,3300,4,5700,1070638016
2021-05-06 15:44:34.633577+01,1620312274,t91-jak,3300,3,5700,1117942400
2021-05-06 15:44:29.274629+01,1620312268,t91-jak,3300,2,5700,1110326144
2021-05-06 15:44:23.833741+01,1620312263,t91-jak,3300,0,5700,154228.0
2021-05-06 15:34:35.050766+01,1620311674,t91-jak,3304,0,5700,15.079999923706055
2021-05-06 15:34:34.835723+01,1620311674,t91-jak,3303,0,5700,21.42999839782715
2021-05-06 15:34:34.489047+01,1620311674,t91-jak,3300,4,5700,1070638016
2021-05-06 15:34:29.114065+01,1620311668,t91-jak,3300,3,5700,1107004288
2021-05-06 15:34:23.540712+01,1620311663,t91-jak,3300,2,5700,1092448896
2021-05-06 15:34:18.154238+01,1620311657,t91-jak,3300,0,5700,116289.0
2021-05-06 15:34:04.874913+01,1620311644,t91-jak,3304,0,5700,15.375999450683594
2021-05-06 15:34:04.410048+01,1620311643,t91-jak,3303,0,5700,21.03999900817871
2021-05-06 15:34:04.087252+01,1620311643,t91-jak,3300,4,5700,1070638016
2021-05-06 15:33:58.714304+01,1620311638,t91-jak,3300,3,5700,1093120640
2021-05-06 15:33:53.191215+01,1620311632,t91-jak,3300,2,5700,1092448896
2021-05-06 15:33:47.753384+01,1620311627,t91-jak,3300,0,5700,172570.0
2021-05-06 15:23:10.23544+01,1620310990,t91-jak,3304,0,5700,18.108999252319336
2021-05-06 15:23:09.912671+01,1620310990,t91-jak,3303,0,5700,18.779998779296875
2021-05-06 15:23:09.592549+01,1620310990,t91-jak,3300,4,5700,1070638016
2021-05-06 15:23:04.16397+01,1620310984,t91-jak,3300,3,5700,1109897856
2021-05-06 15:22:58.727666+01,1620310979,t91-jak,3300,2,5700,1092448896
2021-05-06 15:22:53.353512+01,1620310973,t91-jak,3300,0,5700,127776.0
2021-05-06 15:22:38.473282+01,1620310959,t91-jak,3304,0,5700,18.410999298095703
2021-05-06 15:22:38.165999+01,1620310958,t91-jak,3303,0,5700,17.809999465942383
2021-05-06 15:22:37.831909+01,1620310958,t91-jak,3300,4,5700,1070638016
2021-05-06 15:22:32.480132+01,1620310952,t91-jak,3300,3,5700,1093120640
2021-05-06 15:22:27.049185+01,1620310947,t91-jak,3300,2,5700,1092448896
2021-05-06 15:22:21.595889+01,1620310941,t91-jak,3300,0,5700,174738.0
2021-05-06 15:10:32.471904+01,1620310232,t91-jak,3304,0,5700,22.16699981689453
2021-05-06 15:10:32.171756+01,1620310231,t91-jak,3303,0,5700,13.609999656677246
2021-05-06 15:10:31.850124+01,1620310231,t91-jak,3300,4,5700,1070638016
2021-05-06 15:10:26.567009+01,1620310226,t91-jak,3300,3,5700,1106545536
2021-05-06 15:10:21.210199+01,1620310220,t91-jak,3300,2,5700,1092448896
2021-05-06 15:10:15.606298+01,1620310215,t91-jak,3300,0,5700,131709.0
2021-05-06 15:10:00.713534+01,1620310200,t91-jak,3304,0,5700,22.15799903869629
2021-05-06 15:10:00.399715+01,1620310200,t91-jak,3303,0,5700,12.959999084472656
2021-05-06 15:09:59.949937+01,1620310199,t91-jak,3300,4,5700,1070638016
2021-05-06 15:09:54.633566+01,1620310194,t91-jak,3300,3,5700,1111097984
2021-05-06 15:09:49.271585+01,1620310188,t91-jak,3300,2,5700,1092448896
2021-05-06 15:09:43.673907+01,1620310183,t91-jak,3300,0,5700,164571.0
2021-05-06 14:58:32.873253+01,1620309512,t91-jak,3304,0,5700,19.53499984741211
2021-05-06 14:58:32.630563+01,1620309512,t91-jak,3303,0,5700,15.149999618530273
2021-05-06 14:58:32.330281+01,1620309511,t91-jak,3300,4,5700,1066014720
2021-05-06 14:58:26.969148+01,1620309506,t91-jak,3300,3,5700,1103749120
2021-05-06 14:58:21.557015+01,1620309501,t91-jak,3300,2,5700,1103192832
2021-05-06 14:58:16.234728+01,1620309495,t91-jak,3300,0,5700,121985.0
2021-05-06 14:58:01.115807+01,1620309480,t91-jak,3304,0,5700,19.352998733520508
2021-05-06 14:58:00.799448+01,1620309480,t91-jak,3303,0,5700,14.5
2021-05-06 14:58:00.409053+01,1620309479,t91-jak,3300,4,5700,1070638016
2021-05-06 14:57:55.034824+01,1620309474,t91-jak,3300,3,5700,1101509248
2021-05-06 14:57:49.616364+01,1620309469,t91-jak,3300,2,5700,1100837504
2021-05-06 14:57:44.230555+01,1620309463,t91-jak,3300,0,5700,145488.0
2021-05-06 14:49:50.792126+01,1620308990,Thingy:91-Test,3304,0,5700,8.17199993133545
2021-05-06 14:49:50.470972+01,1620308990,Thingy:91-Test,3303,0,5700,32.369998931884766
2021-05-06 14:49:50.134629+01,1620308989,Thingy:91-Test,3300,4,5700,1070638016
2021-05-06 14:49:44.780156+01,1620308984,Thingy:91-Test,3300,3,5700,1108736896
2021-05-06 14:49:39.415676+01,1620308979,Thingy:91-Test,3300,2,5700,0.0
2021-05-06 14:49:33.919351+01,1620308973,Thingy:91-Test,3300,0,5700,46541.0
2021-05-06 14:49:20.795656+01,1620308960,Thingy:91-Test,3304,0,5700,8.524999618530273
2021-05-06 14:49:20.470546+01,1620308960,Thingy:91-Test,3303,0,5700,31.459999084472656
2021-05-06 14:49:20.138164+01,1620308959,Thingy:91-Test,3300,4,5700,1070638016
2021-05-06 14:49:14.710277+01,1620308954,Thingy:91-Test,3300,3,5700,0.0
2021-05-06 14:49:09.3381+01,1620308949,Thingy:91-Test,3300,2,5700,0.0
2021-05-06 14:49:03.819495+01,1620308943,Thingy:91-Test,3300,0,5700,15207.0
2021-05-06 14:48:19.91474+01,1620308899,t91-jak,3304,0,5700,15.835999488830566
2021-05-06 14:48:19.61847+01,1620308899,t91-jak,3303,0,5700,20.419998168945312
2021-05-06 14:48:19.271354+01,1620308898,t91-jak,3300,4,5700,1070638016
2021-05-06 14:48:13.916401+01,1620308893,t91-jak,3300,3,5700,1101509248
2021-05-06 14:48:08.55064+01,1620308888,t91-jak,3300,2,5700,1105602176
2021-05-06 14:48:03.115465+01,1620308882,t91-jak,3300,0,5700,101075.0
2021-05-06 14:47:48.160883+01,1620308867,t91-jak,3304,0,5700,16.251998901367188
2021-05-06 14:47:47.856254+01,1620308867,t91-jak,3303,0,5700,19.739999771118164
2021-05-06 14:47:47.515091+01,1620308866,t91-jak,3300,4,5700,1070638016
2021-05-06 14:47:42.089994+01,1620308861,t91-jak,3300,3,5700,1103749120
2021-05-06 14:47:36.796075+01,1620308856,t91-jak,3300,2,5700,1092448896
2021-05-06 14:47:31.113203+01,1620308850,t91-jak,3300,0,5700,106358.0
2021-05-06 14:42:18.140707+01,1620308537,Thingy:91-Test,3304,0,5700,8.524999618530273
2021-05-06 14:42:17.838738+01,1620308537,Thingy:91-Test,3303,0,5700,31.649999618530273
2021-05-06 14:42:17.54756+01,1620308535,Thingy:91-Test,3300,4,5700,1070638016
2021-05-06 14:42:11.043931+01,1620308529,Thingy:91-Test,3300,3,5700,1102144640
2021-05-06 14:42:04.504005+01,1620308522,Thingy:91-Test,3300,2,5700,1105615872
2021-05-06 14:41:57.584247+01,1620308516,Thingy:91-Test,3300,0,5700,18354.0
2021-05-06 14:41:13.898438+01,1620308471,Thingy:91-Test,3300,3,5700,0.0
2021-05-06 14:40:58.555983+01,1620308457,Thingy:91-Test,3300,2,5700,1102354816
2021-05-06 14:40:51.666933+01,1620308451,Thingy:91-Test,3300,0,5700,10129.0
2021-05-06 14:36:07.03354+01,1620308166,t91-jak,3300,2,5700,1092448896
2021-05-06 14:35:50.966601+01,1620308150,t91-jak,3300,0,5700,126998.0
2021-05-06 14:26:15.044662+01,0,Thingy:91-Test,3300,2,5700,1098758784
2021-05-06 14:25:25.578234+01,1620307525,Thingy:91-Test,3300,0,5700,29755.0
2021-05-06 14:24:35.914955+01,1620307475,t91-jak,3304,0,5700,21.5679988861084
2021-05-06 14:24:35.114502+01,1620307474,t91-jak,3303,0,5700,13.919999122619629
2021-05-06 14:24:05.598965+01,1620307445,t91-jak,3304,0,5700,21.66499900817871
2021-05-06 14:24:04.795658+01,1620307444,t91-jak,3303,0,5700,13.40999984741211
2021-05-06 14:24:03.916936+01,1620307443,t91-jak,3300,2,5700,1100353280
2021-05-06 14:23:47.756573+01,1620307427,t91-jak,3300,0,5700,64916.0
2021-05-06 14:23:34.314457+01,1620307413,t91-jak,3300,2,5700,1100837504
2021-05-06 14:23:18.314287+01,1620307397,t91-jak,3300,0,5700,134360.0
2021-05-06 14:23:01.285108+01,1620307380,gas-test,3300,1,5700,0.0
2021-05-06 14:14:50.327684+01,1620306890,Thingy:91-Test,3304,0,5700,11.03499984741211
2021-05-06 14:14:49.418109+01,1620306889,Thingy:91-Test,3303,0,5700,27.19999885559082
2021-05-06 14:14:18.785836+01,1620306858,Thingy:91-Test,3300,2,5700,1092419840
2021-05-06 14:13:51.58079+01,1620306831,Thingy:91-Test,3300,0,5700,12691.0
2021-05-06 14:03:53.015245+01,1620306232,Thingy:91-Test,3304,0,5700,11.04699993133545
2021-05-06 14:03:52.133652+01,1620306231,Thingy:91-Test,3303,0,5700,27.239999771118164
2021-05-06 14:03:41.187821+01,1620306220,Thingy:91-Test,3300,4,5700,1058491200
2021-05-06 14:03:14.306945+01,1620306193,Thingy:91-Test,3300,3,5700,1088295936
2021-05-06 14:02:44.775224+01,1620306164,Thingy:91-Test,3300,2,5700,1088952192
2021-05-06 14:02:33.494891+01,1620306153,Thingy:91-Test,3300,0,5700,37167.0
2021-05-06 14:01:14.212702+01,1620306073,t91-jak,3304,0,5700,17.626998901367188
2021-05-06 14:01:13.283681+01,1620306072,t91-jak,3303,0,5700,17.01999855041504
2021-05-06 14:01:02.957222+01,1620306062,t91-jak,3300,4,5700,1070638016
2021-05-06 14:00:58.703672+01,1620306058,Thingy:91-Test,3300,2,5700,1091483008
2021-05-06 14:00:48.277747+01,1620306047,t91-jak,3304,0,5700,17.141998291015625
2021-05-06 14:00:47.454236+01,1620306046,t91-jak,3303,0,5700,17.349998474121094
2021-05-06 14:00:47.278983+01,1620306046,t91-jak,3300,3,5700,1101509248
2021-05-06 14:00:39.578812+01,1620306039,Thingy:91-Test,3300,0,5700,30959.0
2021-05-06 14:00:37.059112+01,1620306036,t91-jak,3300,4,5700,1070638016
2021-05-06 14:00:31.92339+01,1620306031,t91-jak,3300,2,5700,1109226112
2021-05-06 14:00:18.878557+01,1620306018,t91-jak,3300,0,5700,70511.0
2021-05-06 14:00:13.909916+01,1620306013,t91-jak,3300,3,5700,1093120640
2021-05-06 13:59:58.632638+01,1620305998,t91-jak,3300,2,5700,1103192832
2021-05-06 13:59:52.296794+01,0,Thingy:91-Test,3300,3,5700,1095363456
2021-05-06 13:59:50.39676+01,1620305989,t91-jak,3300,0,5700,72283.0
2021-05-06 13:59:22.146925+01,1620305962,Thingy:91-Test,3300,2,5700,1087920384
2021-05-06 13:59:02.937233+01,1620305942,Thingy:91-Test,3300,0,5700,25639.0
2021-05-06 13:53:18.323688+01,1620305597,Thingy:91-Test,3304,0,5700,11.799999237060547
2021-05-06 13:53:17.369822+01,1620305596,Thingy:91-Test,3303,0,5700,25.229999542236328
2021-05-06 13:53:06.329863+01,1620305585,Thingy:91-Test,3300,4,5700,1053245184
2021-05-06 13:52:39.171293+01,1620305558,Thingy:91-Test,3300,3,5700,1101983872
2021-05-06 13:52:12.541785+01,1620305531,Thingy:91-Test,3300,2,5700,1100775040
2021-05-06 13:52:01.213417+01,1620305520,Thingy:91-Test,3300,0,5700,13251.0
2021-05-06 13:50:56.816658+01,1620305456,gas-test,3300,1,5700,189.0
2021-05-06 13:48:43.752656+01,1620305323,t91-jak,3300,2,5700,1100837504
2021-05-06 13:48:37.044142+01,1620305316,t91-jak,3300,0,5700,149530.0
2021-05-06 13:33:50.77558+01,1620304427,gas-test,3300,1,5700,230.0
2021-05-06 13:29:10.691991+01,1620304149,Thingy:91-Test,3304,0,5700,15.371999740600586
2021-05-06 13:29:09.730415+01,1620304148,Thingy:91-Test,3303,0,5700,18.479999542236328
2021-05-06 13:29:08.699846+01,1620304147,Thingy:91-Test,3300,4,5700,1061226048
2021-05-06 13:28:51.738237+01,1620304130,Thingy:91-Test,3300,3,5700,1097225216
2021-05-06 13:28:34.850313+01,1620304113,Thingy:91-Test,3300,2,5700,1103122304
2021-05-06 13:28:25.171194+01,1620304104,Thingy:91-Test,3300,0,5700,10708.0
2021-05-06 13:28:20.620443+01,1620304099,gas-test,3300,1,5700,282.0
2021-05-06 13:28:11.597051+01,1620304090,t91-jak,3304,0,5700,17.150999069213867
2021-05-06 13:28:10.752134+01,1620304090,t91-jak,3303,0,5700,18.119998931884766
2021-05-06 13:28:09.747459+01,1620304089,t91-jak,3300,4,5700,1066357696
2021-05-06 13:28:03.670475+01,1620304083,t91-jak,3300,3,5700,1100947072
2021-05-06 13:27:57.590048+01,1620304076,t91-jak,3300,2,5700,1092448896
2021-05-06 13:27:50.951332+01,1620304070,t91-jak,3300,0,5700,115644.0
2021-05-06 13:27:42.587802+01,1620304062,t91-jak,3304,0,5700,17.344999313354492
2021-05-06 13:27:41.591528+01,1620304061,t91-jak,3303,0,5700,17.92999839782715
2021-05-06 13:27:40.887013+01,1620304060,t91-jak,3300,4,5700,1070638016
2021-05-06 13:27:34.871271+01,1620304054,t91-jak,3300,3,5700,1108587648
2021-05-06 13:27:28.791381+01,1620304048,t91-jak,3300,2,5700,1092448896
2021-05-06 13:27:22.153413+01,1620304041,t91-jak,3300,0,5700,155667.0
2021-05-06 13:24:09.091524+01,1620303848,gas-test,3300,1,5700,286.0
2021-05-06 13:18:07.27729+01,1620303487,gas-test,3300,1,5700,227.0
2021-05-06 13:15:43.55099+01,1620303343,t91-jak,3304,0,5700,15.839999198913574
2021-05-06 13:15:42.721913+01,1620303343,t91-jak,3303,0,5700,16.81999969482422
2021-05-06 13:15:41.867145+01,1620303342,t91-jak,3300,4,5700,1070638016
2021-05-06 13:15:36.107548+01,1620303336,t91-jak,3300,3,5700,1093120640
2021-05-06 13:15:30.391968+01,1620303330,t91-jak,3300,2,5700,1092448896
2021-05-06 13:15:23.749837+01,1620303324,t91-jak,3300,0,5700,119795.0
2021-05-06 13:15:14.631959+01,1620303314,t91-jak,3304,0,5700,16.322999954223633
2021-05-06 13:15:13.793824+01,1620303314,t91-jak,3303,0,5700,16.439998626708984
2021-05-06 13:15:12.870469+01,1620303313,t91-jak,3300,4,5700,1070638016
2021-05-06 13:15:07.030202+01,1620303307,t91-jak,3300,3,5700,1093120640
2021-05-06 13:15:00.977959+01,1620303301,t91-jak,3300,2,5700,1092448896
2021-05-06 13:14:54.631604+01,1620303295,t91-jak,3300,0,5700,138027.0
2021-05-06 13:07:42.696131+01,1620302862,gas-test,3300,1,5700,412.0
2021-05-06 13:05:37.507938+01,1620302737,gas-test,3300,0,5700,0.0
2021-05-06 13:04:35.505568+01,1620302674,t91-jak,3304,0,5700,17.939998626708984
2021-05-06 13:04:34.687775+01,1620302674,t91-jak,3303,0,5700,15.84999942779541
2021-05-06 13:04:33.749159+01,1620302673,t91-jak,3300,4,5700,1070638016
2021-05-06 13:04:27.671549+01,1620302666,t91-jak,3300,3,5700,1101509248
2021-05-06 13:04:21.589099+01,1620302660,t91-jak,3300,2,5700,1092448896
2021-05-06 13:04:14.872116+01,1620302654,t91-jak,3300,0,5700,100831.0
2021-05-06 13:04:05.764257+01,1620302645,t91-jak,3304,0,5700,18.273998260498047
2021-05-06 13:04:04.929497+01,1620302644,t91-jak,3303,0,5700,15.489999771118164
2021-05-06 13:04:03.933191+01,1620302643,t91-jak,3300,4,5700,1070638016
2021-05-06 13:03:57.911916+01,1620302637,t91-jak,3300,3,5700,1107409792
2021-05-06 13:03:51.831387+01,1620302631,t91-jak,3300,2,5700,1092448896
2021-05-06 13:03:45.271753+01,1620302624,t91-jak,3300,0,5700,141780.0
